index,plant_number,plant_diversity,rare_exotic,plant_type,PNS,PDS,RES,PTS,PLS
1788,82,16,0,0,22.5,93.33,0,0,39.42
1789,78,17,1,5,27.5,92.22,100,100,75.53
1790,98,83,0,0,2.5,18.89,0,0,7.36
1791,90,24,1,2,12.5,84.44,100,40,59.3
1792,60,43,0,5,50.0,63.33,0,100,52.17
1793,59,18,1,5,51.25,91.11,100,100,82.26
1794,86,42,1,1,17.5,64.44,100,20,50.8
1795,100,10,1,0,0.0,100,100,0,55.0
1796,49,25,1,0,63.75,83.33,100,0,68.29
1797,34,17,0,3,82.5,92.22,0,60,66.03
1798,9,8,0,4,45,80,0,80,53.5
1799,51,12,1,0,61.25,97.78,100,0,72.6
1800,19,18,1,1,95,91.11,100,20,83.39
1801,79,14,1,5,26.25,95.56,100,100,76.32
1802,34,7,0,0,82.5,70,0,0,49.25
1803,10,10,1,3,50,100,100,60,79.0
1804,3,2,0,5,15,20,0,100,26.5
1805,82,1,0,5,22.5,10,0,100,25.25
1806,50,18,0,5,62.5,91.11,0,100,65.64
1807,43,26,0,4,71.25,82.22,0,80,62.15
1808,91,63,1,3,11.25,41.11,100,60,46.76
1809,52,47,0,4,60.0,58.89,0,80,50.61
1810,29,1,1,5,88.75,10,100,100,65.12
1811,100,62,0,4,0.0,42.22,0,80,26.78
1812,69,46,1,5,38.75,60.0,100,100,67.62
1813,39,26,0,5,76.25,82.22,0,100,66.65
1814,83,12,1,4,21.25,97.78,100,80,72.6
1815,44,6,1,2,70.0,60,100,40,68.0
1816,83,26,0,4,21.25,82.22,0,80,47.15
1817,6,4,0,2,30,40,0,40,29.0
1818,90,50,0,5,12.5,55.56,0,100,38.2
1819,89,46,1,0,13.75,60.0,100,0,45.12
1820,81,57,0,1,23.75,47.78,0,20,26.85
1821,5,2,0,5,25,20,0,100,29.5
1822,76,31,1,3,30.0,76.67,100,60,64.83
1823,9,9,1,3,45,90,100,60,74.0
1824,69,58,0,0,38.75,46.67,0,0,27.96
1825,44,4,1,5,70.0,40,100,100,70.0
1826,6,4,0,1,30,40,0,20,26.0
1827,84,67,1,5,20.0,36.67,100,100,53.83
1828,69,20,0,0,38.75,88.89,0,0,42.74
1829,5,2,1,5,25,20,100,100,49.5
1830,3,2,0,1,15,20,0,20,14.5
1831,90,84,0,0,12.5,17.78,0,0,9.97
1832,23,21,0,2,96.25,87.78,0,40,65.6
1833,13,8,0,4,65,80,0,80,59.5
1834,9,2,0,3,45,20,0,60,29.5
1835,77,29,0,1,28.75,78.89,0,20,39.24
1836,55,22,1,2,56.25,86.67,100,40,73.21
1837,16,5,1,1,80,50,100,20,64.5
1838,98,6,0,2,2.5,60,0,40,27.75
1839,9,2,1,1,45,20,100,20,43.5
1840,97,54,0,5,3.75,51.11,0,100,34.01
1841,48,36,0,3,65.0,71.11,0,60,53.39
1842,32,3,0,0,85.0,30,0,0,36.0
1843,81,79,1,1,23.75,23.33,100,20,38.29
1844,3,2,0,0,15,20,0,0,11.5
1845,1,1,0,5,5,10,0,100,20.0
1846,84,76,1,3,20.0,26.67,100,60,44.33
1847,89,61,0,1,13.75,43.33,0,20,22.29
1848,19,9,1,3,95,90,100,60,89.0
1849,31,31,0,4,86.25,76.67,0,80,64.71
1850,89,5,0,5,13.75,50,0,100,36.62
1851,64,12,1,2,45.0,97.78,100,40,73.72
1852,54,1,0,1,57.5,10,0,20,23.75
1853,16,4,1,4,80,40,100,80,70.0
1854,65,29,1,5,43.75,78.89,100,100,75.74
1855,85,27,1,0,18.75,81.11,100,0,54.01
1856,25,4,0,5,93.75,40,0,100,57.12
1857,61,32,0,1,48.75,75.56,0,20,44.07
1858,86,6,0,5,17.5,60,0,100,41.25
1859,47,19,0,3,66.25,90.0,0,60,60.38
1860,33,22,1,0,83.75,86.67,100,0,75.46
1861,14,12,0,4,70,97.78,0,80,67.22
1862,23,6,0,3,96.25,60,0,60,58.88
1863,66,15,0,1,42.5,94.44,0,20,48.8
1864,93,57,1,3,8.75,47.78,100,60,48.35
1865,26,24,1,1,92.5,84.44,100,20,80.3
1866,100,15,1,1,0.0,94.44,100,20,56.05
1867,13,4,1,1,65,40,100,20,56.5
1868,49,15,0,3,63.75,94.44,0,60,61.18
1869,75,63,0,3,31.25,41.11,0,60,32.76
1870,19,7,1,1,95,70,100,20,76.0
1871,50,24,0,3,62.5,84.44,0,60,57.3
1872,93,25,1,2,8.75,83.33,100,40,57.79
1873,26,11,0,0,92.5,98.89,0,0,62.36
1874,89,73,0,2,13.75,30.0,0,40,20.62
1875,18,4,1,3,90,40,100,60,70.0
1876,54,11,1,1,57.5,98.89,100,20,74.86
1877,38,11,0,4,77.5,98.89,0,80,69.86
1878,71,30,0,3,36.25,77.78,0,60,47.1
1879,67,63,0,4,41.25,41.11,0,80,38.76
1880,61,54,1,2,48.75,51.11,100,40,58.51
1881,2,2,0,1,10,20,0,20,13.0
1882,42,28,0,4,72.5,80.0,0,80,61.75
1883,20,19,0,3,100,90.0,0,60,70.5
1884,6,1,1,5,30,10,100,100,47.5
1885,99,65,0,3,1.25,38.89,0,60,22.99
1886,68,51,1,5,40.0,54.44,100,100,66.05
1887,13,8,1,1,65,80,100,20,70.5
1888,11,9,0,5,55,90,0,100,63.0
1889,94,53,0,1,7.5,52.22,0,20,23.53
1890,46,19,0,5,67.5,90.0,0,100,66.75
1891,12,1,1,5,60,10,100,100,56.5
1892,40,11,1,4,75.0,98.89,100,80,89.11
1893,96,75,0,3,5.0,27.78,0,60,20.22
1894,60,50,0,5,50.0,55.56,0,100,49.45
1895,52,12,1,5,60.0,97.78,100,100,87.22
1896,60,46,0,5,50.0,60.0,0,100,51.0
1897,10,7,1,4,50,70,100,80,71.5
1898,5,3,1,2,25,30,100,40,44.0
1899,90,79,0,5,12.5,23.33,0,100,26.92
1900,11,10,1,5,55,100,100,100,86.5
1901,8,6,0,0,40,60,0,0,33.0
1902,50,24,1,4,62.5,84.44,100,80,80.3
1903,6,3,1,1,30,30,100,20,42.5
1904,83,72,0,4,21.25,31.11,0,80,29.26
1905,91,27,0,2,11.25,81.11,0,40,37.76
1906,31,18,0,5,86.25,91.11,0,100,72.76
1907,62,48,0,5,47.5,57.78,0,100,49.47
1908,98,29,1,2,2.5,78.89,100,40,54.36
1909,35,33,1,2,81.25,74.44,100,40,76.43
1910,7,1,1,2,35,10,100,40,40.0
1911,58,32,0,3,52.5,75.56,0,60,51.2
1912,91,69,1,3,11.25,34.44,100,60,44.43
1913,80,48,0,1,25.0,57.78,0,20,30.72
1914,59,6,0,3,51.25,60,0,60,45.38
1915,23,10,0,0,96.25,100,0,0,63.88
1916,22,9,0,5,97.5,90,0,100,75.75
1917,19,16,0,1,95,93.33,0,20,64.17
1918,67,3,1,3,41.25,30,100,60,51.88
1919,88,70,0,3,15.0,33.33,0,60,25.17
1920,45,27,1,5,68.75,81.11,100,100,84.01
1921,83,3,1,1,21.25,30,100,20,39.88
1922,9,1,0,4,45,10,0,80,29.0
1923,83,43,1,4,21.25,63.33,100,80,60.54
1924,44,42,1,3,70.0,64.44,100,60,72.55
1925,76,68,1,3,30.0,35.56,100,60,50.45
1926,39,37,0,2,76.25,70.0,0,40,53.38
1927,22,9,0,3,97.5,90,0,60,69.75
1928,48,19,0,1,65.0,90.0,0,20,54.0
1929,46,19,1,1,67.5,90.0,100,20,74.75
1930,80,21,1,1,25.0,87.78,100,20,61.22
1931,23,23,0,1,96.25,85.56,0,20,61.82
1932,31,4,0,2,86.25,40,0,40,45.88
1933,74,17,1,2,32.5,92.22,100,40,68.03
1934,48,12,0,4,65.0,97.78,0,80,65.72
1935,91,5,1,2,11.25,50,100,40,46.88
1936,19,12,1,4,95,97.78,100,80,94.72
1937,21,18,1,0,98.75,91.11,100,0,81.51
1938,4,4,1,1,20,40,100,20,43.0
1939,59,21,0,0,51.25,87.78,0,0,46.1
1940,95,70,1,5,6.25,33.33,100,100,48.54
1941,91,38,1,2,11.25,68.89,100,40,53.49
1942,97,74,0,4,3.75,28.89,0,80,23.24
1943,94,57,1,5,7.5,47.78,100,100,53.97
1944,15,12,1,0,75,97.78,100,0,76.72
1945,18,18,0,2,90,91.11,0,40,64.89
1946,4,4,0,3,20,40,0,60,29.0
1947,46,6,1,0,67.5,60,100,0,61.25
1948,78,25,0,2,27.5,83.33,0,40,43.42
1949,26,1,0,4,92.5,10,0,80,43.25
1950,58,44,0,4,52.5,62.22,0,80,49.53
1951,51,13,1,2,61.25,96.67,100,40,78.21
1952,78,78,0,5,27.5,24.44,0,100,31.8
1953,47,26,0,5,66.25,82.22,0,100,63.65
1954,55,24,1,2,56.25,84.44,100,40,72.43
1955,2,2,1,2,10,20,100,40,36.0
1956,40,29,0,1,75.0,78.89,0,20,53.11
1957,94,57,1,3,7.5,47.78,100,60,47.97
1958,37,11,1,5,78.75,98.89,100,100,93.24
1959,54,9,0,1,57.5,90,0,20,51.75
1960,27,10,1,4,91.25,100,100,80,94.38
1961,43,5,1,0,71.25,50,100,0,58.88
1962,1,1,1,3,5,10,100,60,34.0
1963,23,18,1,5,96.25,91.11,100,100,95.76
1964,73,18,0,1,33.75,91.11,0,20,45.01
1965,49,19,1,0,63.75,90.0,100,0,70.62
1966,39,38,1,3,76.25,68.89,100,60,75.99
1967,72,60,0,0,35.0,44.44,0,0,26.05
1968,1,1,1,2,5,10,100,40,31.0
1969,82,82,1,0,22.5,20.0,100,0,33.75
1970,84,37,1,1,20.0,70.0,100,20,53.5
1971,63,59,0,0,46.25,45.56,0,0,29.82
1972,16,9,1,0,80,90,100,0,75.5
1973,77,47,1,4,28.75,58.89,100,80,61.24
1974,56,56,1,5,55.0,48.89,100,100,68.61
1975,88,61,0,2,15.0,43.33,0,40,25.67
1976,66,3,1,1,42.5,30,100,20,46.25
1977,75,8,0,2,31.25,80,0,40,43.38
1978,60,57,0,2,50.0,47.78,0,40,37.72
1979,21,2,1,2,98.75,20,100,40,62.62
1980,54,41,1,0,57.5,65.56,100,0,60.2
1981,38,19,0,4,77.5,90.0,0,80,66.75
1982,25,25,0,0,93.75,83.33,0,0,57.29
1983,77,22,1,2,28.75,86.67,100,40,64.96
1984,88,39,1,5,15.0,67.78,100,100,63.22
1985,90,89,1,0,12.5,12.22,100,0,28.03
1986,69,46,0,0,38.75,60.0,0,0,32.62
1987,18,17,1,2,90,92.22,100,40,85.28
1988,100,63,1,2,0.0,41.11,100,40,40.39
1989,21,4,0,1,98.75,40,0,20,46.62
1990,65,29,0,4,43.75,78.89,0,80,52.74
1991,79,68,0,3,26.25,35.56,0,60,29.32
1992,59,59,0,0,51.25,45.56,0,0,31.32
1993,17,1,1,2,85,10,100,40,55.0
1994,40,24,0,3,75.0,84.44,0,60,61.05
1995,77,67,1,1,28.75,36.67,100,20,44.46
1996,91,39,0,5,11.25,67.78,0,100,42.1
1997,16,8,0,5,80,80,0,100,67.0
1998,19,8,1,1,95,80,100,20,79.5
1999,27,5,0,3,91.25,50,0,60,53.88
2000,89,15,0,0,13.75,94.44,0,0,37.18
2001,100,62,1,0,0.0,42.22,100,0,34.78
2002,26,4,0,5,92.5,40,0,100,56.75
2003,66,8,1,0,42.5,80,100,0,60.75
2004,33,3,0,2,83.75,30,0,40,41.62
2005,86,2,0,0,17.5,20,0,0,12.25
2006,78,27,0,1,27.5,81.11,0,20,39.64
2007,86,45,0,0,17.5,61.11,0,0,26.64
2008,19,9,1,2,95,90,100,40,86.0
2009,21,17,0,4,98.75,92.22,0,80,73.9
2010,73,9,0,4,33.75,90,0,80,53.62
2011,98,2,0,5,2.5,20,0,100,22.75
2012,25,10,0,4,93.75,100,0,80,75.12
2013,1,1,0,4,5,10,0,80,17.0
2014,91,61,1,5,11.25,43.33,100,100,53.54
2015,76,24,1,5,30.0,84.44,100,100,73.55
2016,14,3,1,3,70,30,100,60,60.5
2017,55,14,0,3,56.25,95.56,0,60,59.32
2018,15,13,1,0,75,96.67,100,0,76.33
2019,60,8,0,3,50.0,80,0,60,52.0
2020,98,47,1,4,2.5,58.89,100,80,53.36
2021,93,6,0,2,8.75,60,0,40,29.62
2022,64,15,1,2,45.0,94.44,100,40,72.55
2023,59,39,1,5,51.25,67.78,100,100,74.1
2024,57,15,1,2,53.75,94.44,100,40,75.18
2025,55,13,0,3,56.25,96.67,0,60,59.71
2026,87,48,0,0,16.25,57.78,0,0,25.1
2027,87,63,0,3,16.25,41.11,0,60,28.26
2028,57,34,0,0,53.75,73.33,0,0,41.79
2029,19,13,1,5,95,96.67,100,100,97.33
2030,76,14,0,0,30.0,95.56,0,0,42.45
2031,47,13,1,1,66.25,96.67,100,20,76.71
2032,77,52,0,1,28.75,53.33,0,20,30.29
2033,55,47,1,2,56.25,58.89,100,40,63.49
2034,98,92,1,5,2.5,8.89,100,100,38.86
2035,52,23,1,5,60.0,85.56,100,100,82.95
2036,78,52,1,4,27.5,53.33,100,80,58.92
2037,36,10,1,0,80.0,100,100,0,79.0
2038,16,9,1,3,80,90,100,60,84.5
2039,30,21,0,0,87.5,87.78,0,0,56.97
2040,13,12,0,0,65,97.78,0,0,53.72
2041,64,4,0,3,45.0,40,0,60,36.5
2042,78,42,0,2,27.5,64.44,0,40,36.8
2043,80,80,0,0,25.0,22.22,0,0,15.28
2044,85,67,1,3,18.75,36.67,100,60,47.46
2045,26,10,1,3,92.5,100,100,60,91.75
2046,65,34,1,4,43.75,73.33,100,80,70.79
2047,70,3,0,3,37.5,30,0,60,30.75
2048,16,13,1,2,80,96.67,100,40,83.83
2049,49,29,1,0,63.75,78.89,100,0,66.74
2050,5,2,1,5,25,20,100,100,49.5
2051,22,16,1,1,97.5,93.33,100,20,84.92
2052,40,25,1,0,75.0,83.33,100,0,71.67
2053,73,63,1,3,33.75,41.11,100,60,53.51
2054,72,21,0,3,35.0,87.78,0,60,50.22
2055,34,32,1,4,82.5,75.56,100,80,83.2
2056,87,46,1,2,16.25,60.0,100,40,51.88
2057,8,1,0,1,40,10,0,20,18.5
2058,47,23,0,5,66.25,85.56,0,100,64.82
2059,44,25,0,3,70.0,83.33,0,60,59.17
2060,45,23,1,2,68.75,85.56,100,40,76.57
2061,8,4,0,1,40,40,0,20,29.0
2062,83,40,0,5,21.25,66.67,0,100,44.71
2063,9,5,0,2,45,50,0,40,37.0
2064,22,1,1,0,97.5,10,100,0,52.75
2065,59,43,1,4,51.25,63.33,100,80,69.54
2066,66,54,1,0,42.5,51.11,100,0,50.64
2067,90,61,0,2,12.5,43.33,0,40,24.92
2068,49,37,1,2,63.75,70.0,100,40,69.62
2069,74,13,1,0,32.5,96.67,100,0,63.58
2070,89,87,0,2,13.75,14.44,0,40,15.18
2071,64,44,0,4,45.0,62.22,0,80,47.28
2072,39,24,1,1,76.25,84.44,100,20,75.43
2073,64,10,0,2,45.0,100,0,40,54.5
2074,34,4,1,4,82.5,40,100,80,70.75
2075,52,52,0,4,60.0,53.33,0,80,48.67
2076,96,12,0,4,5.0,97.78,0,80,47.72
2077,44,18,0,4,70.0,91.11,0,80,64.89
2078,68,61,1,1,40.0,43.33,100,20,50.17
2079,45,5,1,4,68.75,50,100,80,70.12
2080,39,28,1,1,76.25,80.0,100,20,73.88
2081,54,26,1,4,57.5,82.22,100,80,78.03
2082,66,59,0,0,42.5,45.56,0,0,28.7
2083,81,67,0,4,23.75,36.67,0,80,31.96
2084,64,28,1,2,45.0,80.0,100,40,67.5
2085,82,69,1,4,22.5,34.44,100,80,50.8
2086,94,81,0,4,7.5,21.11,0,80,21.64
2087,26,12,1,1,92.5,97.78,100,20,84.97
2088,31,5,1,3,86.25,50,100,60,72.38
2089,53,21,0,5,58.75,87.78,0,100,63.35
2090,27,14,1,2,91.25,95.56,100,40,86.82
2091,83,21,1,5,21.25,87.78,100,100,72.1
2092,77,31,1,1,28.75,76.67,100,20,58.46
2093,15,3,0,0,75,30,0,0,33.0
2094,32,20,1,3,85.0,88.89,100,60,85.61
2095,72,56,1,5,35.0,48.89,100,100,62.61
2096,5,2,0,2,25,20,0,40,20.5
2097,18,1,1,2,90,10,100,40,56.5
2098,85,71,0,5,18.75,32.22,0,100,31.9
2099,6,6,1,0,30,60,100,0,50.0
2100,8,2,1,4,40,20,100,80,51.0
2101,39,5,1,2,76.25,50,100,40,66.38
2102,86,85,0,3,17.5,16.67,0,60,20.08
2103,93,18,0,0,8.75,91.11,0,0,34.51
2104,74,65,0,4,32.5,38.89,0,80,35.36
2105,86,75,1,3,17.5,27.78,100,60,43.97
2106,12,4,0,2,60,40,0,40,38.0
2107,43,38,1,5,71.25,68.89,100,100,80.49
2108,96,31,1,1,5.0,76.67,100,20,51.33
2109,19,4,0,1,95,40,0,20,45.5
2110,36,29,1,2,80.0,78.89,100,40,77.61
2111,76,8,1,4,30.0,80,100,80,69.0
2112,48,45,0,2,65.0,61.11,0,40,46.89
2113,70,55,1,5,37.5,50.0,100,100,63.75
2114,32,18,0,2,85.0,91.11,0,40,63.39
2115,61,46,1,2,48.75,60.0,100,40,61.62
2116,3,3,0,5,15,30,0,100,30.0
2117,85,7,0,2,18.75,70,0,40,36.12
2118,71,50,1,5,36.25,55.56,100,100,65.32
2119,90,47,0,4,12.5,58.89,0,80,36.36
2120,31,28,1,3,86.25,80.0,100,60,82.88
2121,2,2,1,2,10,20,100,40,36.0
2122,12,4,1,1,60,40,100,20,55.0
2123,21,15,1,5,98.75,94.44,100,100,97.68
2124,53,51,0,2,58.75,54.44,0,40,42.68
2125,11,8,1,5,55,80,100,100,79.5
2126,53,22,1,0,58.75,86.67,100,0,67.96
2127,21,9,0,2,98.75,90,0,40,67.12
2128,54,39,1,3,57.5,67.78,100,60,69.97
2129,89,4,0,5,13.75,40,0,100,33.12
2130,83,24,1,5,21.25,84.44,100,100,70.93
2131,18,1,1,1,90,10,100,20,53.5
2132,81,40,1,4,23.75,66.67,100,80,62.46
2133,11,2,0,1,55,20,0,20,26.5
2134,67,17,1,2,41.25,92.22,100,40,70.65
2135,58,31,0,2,52.5,76.67,0,40,48.58
2136,23,22,1,2,96.25,86.67,100,40,85.21
2137,26,3,1,2,92.5,30,100,40,64.25
2138,24,13,1,4,95.0,96.67,100,80,94.33
2139,29,1,0,4,88.75,10,0,80,42.12
2140,83,79,0,0,21.25,23.33,0,0,14.54
2141,60,13,1,5,50.0,96.67,100,100,83.83
2142,22,2,1,4,97.5,20,100,80,68.25
2143,55,39,1,1,56.25,67.78,100,20,63.6
2144,12,6,0,4,60,60,0,80,51.0
2145,16,1,1,3,80,10,100,60,56.5
2146,87,64,0,1,16.25,40.0,0,20,21.88
2147,92,27,0,2,10.0,81.11,0,40,37.39
2148,37,32,1,1,78.75,75.56,100,20,73.07
2149,56,55,0,4,55.0,50.0,0,80,46.0
2150,28,27,1,5,90.0,81.11,100,100,90.39
2151,87,25,1,1,16.25,83.33,100,20,57.04
2152,53,51,0,0,58.75,54.44,0,0,36.68
2153,38,17,0,4,77.5,92.22,0,80,67.53
2154,58,16,1,4,52.5,93.33,100,80,80.42
2155,88,83,1,0,15.0,18.89,100,0,31.11
2156,2,2,0,2,10,20,0,40,16.0
2157,89,51,0,5,13.75,54.44,0,100,38.18
2158,50,46,1,5,62.5,60.0,100,100,74.75
2159,77,33,0,0,28.75,74.44,0,0,34.68
2160,72,8,0,2,35.0,80,0,40,44.5
2161,31,16,1,4,86.25,93.33,100,80,90.54
2162,86,77,0,0,17.5,25.56,0,0,14.2
2163,33,33,1,2,83.75,74.44,100,40,77.18
2164,51,43,1,1,61.25,63.33,100,20,63.54
2165,72,6,0,2,35.0,60,0,40,37.5
2166,22,17,1,2,97.5,92.22,100,40,87.53
2167,60,9,0,2,50.0,90,0,40,52.5
2168,91,68,1,1,11.25,35.56,100,20,38.82
2169,34,8,1,0,82.5,80,100,0,72.75
2170,17,16,1,5,85,93.33,100,100,93.17
2171,47,28,1,2,66.25,80.0,100,40,73.88
2172,79,34,1,3,26.25,73.33,100,60,62.54
2173,22,11,1,1,97.5,98.89,100,20,86.86
2174,72,57,0,1,35.0,47.78,0,20,30.22
2175,20,2,0,1,100,20,0,20,40.0
2176,5,4,1,1,25,40,100,20,44.5
2177,91,60,1,0,11.25,44.44,100,0,38.93
2178,64,6,1,2,45.0,60,100,40,60.5
2179,91,72,1,3,11.25,31.11,100,60,43.26
2180,64,15,0,0,45.0,94.44,0,0,46.55
2181,45,6,0,2,68.75,60,0,40,47.62
2182,24,6,1,4,95.0,60,100,80,81.5
2183,85,75,0,4,18.75,27.78,0,80,27.35
2184,1,1,1,0,5,10,100,0,25.0
2185,32,32,0,2,85.0,75.56,0,40,57.95
2186,4,3,0,3,20,30,0,60,25.5
2187,48,38,0,2,65.0,68.89,0,40,49.61
2188,20,1,0,3,100,10,0,60,42.5
2189,91,85,1,3,11.25,16.67,100,60,38.21
2190,81,35,0,2,23.75,72.22,0,40,38.4
2191,6,6,1,2,30,60,100,40,56.0
2192,94,94,0,1,7.5,6.67,0,20,7.58
2193,7,7,1,2,35,70,100,40,61.0
2194,8,2,1,0,40,20,100,0,39.0
2195,52,17,0,1,60.0,92.22,0,20,53.28
2196,99,52,0,0,1.25,53.33,0,0,19.04
2197,27,6,1,3,91.25,60,100,60,77.38
2198,37,10,0,2,78.75,100,0,40,64.62
2199,63,52,1,5,46.25,53.33,100,100,67.54
2200,40,39,0,2,75.0,67.78,0,40,52.22
2201,86,13,1,4,17.5,96.67,100,80,71.08
2202,26,16,1,3,92.5,93.33,100,60,89.42
2203,61,18,1,0,48.75,91.11,100,0,66.51
2204,97,55,1,4,3.75,50.0,100,80,50.62
2205,24,14,1,0,95.0,95.56,100,0,81.95
2206,6,5,1,3,30,50,100,60,55.5
2207,87,29,0,3,16.25,78.89,0,60,41.49
2208,68,68,0,2,40.0,35.56,0,40,30.45
2209,60,28,0,3,50.0,80.0,0,60,52.0
2210,39,10,0,5,76.25,100,0,100,72.88
2211,39,16,1,2,76.25,93.33,100,40,81.54
2212,73,7,0,0,33.75,70,0,0,34.62
2213,66,14,1,3,42.5,95.56,100,60,75.2
2214,13,8,1,2,65,80,100,40,73.5
2215,33,6,0,0,83.75,60,0,0,46.12
2216,95,85,1,1,6.25,16.67,100,20,30.71
2217,24,13,0,0,95.0,96.67,0,0,62.33
2218,54,46,1,2,57.5,60.0,100,40,64.25
2219,76,59,1,4,30.0,45.56,100,80,56.95
2220,34,22,0,1,82.5,86.67,0,20,58.08
2221,24,3,1,5,95.0,30,100,100,74.0
2222,14,7,0,0,70,70,0,0,45.5
2223,51,8,0,1,61.25,80,0,20,49.38
2224,84,62,1,5,20.0,42.22,100,100,55.78
2225,52,43,1,2,60.0,63.33,100,40,66.17
2226,80,79,1,5,25.0,23.33,100,100,50.67
2227,87,87,1,2,16.25,14.44,100,40,35.93
2228,12,3,0,0,60,30,0,0,28.5
2229,25,4,0,5,93.75,40,0,100,57.12
2230,25,1,0,3,93.75,10,0,60,40.62
2231,84,19,0,3,20.0,90.0,0,60,46.5
2232,81,69,0,0,23.75,34.44,0,0,19.18
2233,39,30,0,3,76.25,77.78,0,60,59.1
2234,55,2,0,1,56.25,20,0,20,26.88
2235,20,15,1,3,100,94.44,100,60,92.05
2236,3,2,0,1,15,20,0,20,14.5
2237,38,37,1,0,77.5,70.0,100,0,67.75
2238,43,1,0,5,71.25,10,0,100,39.88
2239,92,56,1,3,10.0,48.89,100,60,49.11
2240,95,75,1,0,6.25,27.78,100,0,31.6
2241,63,26,1,4,46.25,82.22,100,80,74.65
2242,76,63,0,5,30.0,41.11,0,100,38.39
2243,8,1,1,4,40,10,100,80,47.5
2244,41,36,0,2,73.75,71.11,0,40,53.01
2245,83,54,1,0,21.25,51.11,100,0,44.26
2246,64,45,1,5,45.0,61.11,100,100,69.89
2247,56,2,0,2,55.0,20,0,40,29.5
2248,93,25,1,2,8.75,83.33,100,40,57.79
2249,57,15,0,4,53.75,94.44,0,80,61.18
2250,88,44,1,1,15.0,62.22,100,20,49.28
2251,38,25,1,5,77.5,83.33,100,100,87.42
2252,84,47,1,1,20.0,58.89,100,20,49.61
2253,80,27,1,5,25.0,81.11,100,100,70.89
2254,96,12,1,1,5.0,97.78,100,20,58.72
2255,23,7,0,4,96.25,70,0,80,65.38
2256,63,7,1,3,46.25,70,100,60,67.38
2257,39,16,0,4,76.25,93.33,0,80,67.54
2258,7,1,1,2,35,10,100,40,40.0
2259,46,44,0,1,67.5,62.22,0,20,45.03
2260,65,5,0,2,43.75,50,0,40,36.62
2261,56,8,0,0,55.0,80,0,0,44.5
2262,72,29,1,2,35.0,78.89,100,40,64.11
2263,44,23,0,4,70.0,85.56,0,80,62.95
2264,35,10,0,5,81.25,100,0,100,74.38
2265,7,4,1,0,35,40,100,0,44.5
2266,14,13,0,4,70,96.67,0,80,66.83
2267,6,5,0,1,30,50,0,20,29.5
2268,81,16,0,2,23.75,93.33,0,40,45.79
2269,21,10,1,4,98.75,100,100,80,96.62
2270,64,13,0,5,45.0,96.67,0,100,62.33
2271,47,22,0,0,66.25,86.67,0,0,50.21
2272,26,15,1,0,92.5,94.44,100,0,80.8
2273,32,31,1,2,85.0,76.67,100,40,78.33
2274,65,22,0,2,43.75,86.67,0,40,49.46
2275,48,46,1,2,65.0,60.0,100,40,66.5
2276,81,32,0,4,23.75,75.56,0,80,45.57
2277,54,51,0,1,57.5,54.44,0,20,39.3
2278,55,27,1,3,56.25,81.11,100,60,74.26
2279,67,47,0,3,41.25,58.89,0,60,41.99
2280,19,1,0,0,95,10,0,0,32.0
2281,44,21,1,1,70.0,87.78,100,20,74.72
2282,56,4,1,0,55.0,40,100,0,50.5
2283,85,83,0,4,18.75,18.89,0,80,24.24
2284,8,5,1,3,40,50,100,60,58.5
2285,88,71,1,5,15.0,32.22,100,100,50.78
2286,96,41,1,0,5.0,65.56,100,0,44.45
2287,36,34,0,5,80.0,73.33,0,100,64.67
2288,52,29,0,4,60.0,78.89,0,80,57.61
2289,80,80,1,5,25.0,22.22,100,100,50.28
2290,45,42,1,1,68.75,64.44,100,20,66.18
2291,39,6,0,4,76.25,60,0,80,55.88
2292,43,25,0,4,71.25,83.33,0,80,62.54
2293,70,37,0,0,37.5,70.0,0,0,35.75
2294,66,40,1,5,42.5,66.67,100,100,71.08
2295,21,1,0,4,98.75,10,0,80,45.12
2296,76,34,0,2,30.0,73.33,0,40,40.67
2297,93,55,0,5,8.75,50.0,0,100,35.12
2298,8,6,1,5,40,60,100,100,68.0
2299,65,46,0,0,43.75,60.0,0,0,34.12
2300,97,84,0,3,3.75,17.78,0,60,16.35
2301,39,37,0,3,76.25,70.0,0,60,56.38
2302,44,16,0,2,70.0,93.33,0,40,59.67
2303,39,19,0,5,76.25,90.0,0,100,69.38
2304,49,34,0,0,63.75,73.33,0,0,44.79
2305,42,34,0,2,72.5,73.33,0,40,53.42
2306,59,7,0,5,51.25,70,0,100,54.88
2307,55,54,1,0,56.25,51.11,100,0,54.76
2308,12,1,1,1,60,10,100,20,44.5
2309,61,14,1,0,48.75,95.56,100,0,68.07
2310,48,44,1,4,65.0,62.22,100,80,73.28
2311,72,67,1,2,35.0,36.67,100,40,49.33
2312,75,64,1,3,31.25,40.0,100,60,52.38
2313,89,63,1,1,13.75,41.11,100,20,41.51
2314,19,17,0,3,95,92.22,0,60,69.78
2315,92,59,0,5,10.0,45.56,0,100,33.95
2316,66,16,0,3,42.5,93.33,0,60,54.42
2317,61,3,0,4,48.75,30,0,80,37.12
2318,48,8,1,0,65.0,80,100,0,67.5
2319,16,12,1,0,80,97.78,100,0,78.22
2320,67,20,0,2,41.25,88.89,0,40,49.49
2321,40,24,1,2,75.0,84.44,100,40,78.05
2322,63,2,0,1,46.25,20,0,20,23.88
2323,76,54,0,2,30.0,51.11,0,40,32.89
2324,37,14,0,5,78.75,95.56,0,100,72.07
